WT1	WT2	WT3	LSD1ko1	LSD1ko2	LSD1ko3
Nphs2	0	2	0	0	0	0
Soat1	121	185	102	383	404	574
Fam20b	637	775	468	1444	1609	1426
Tor3a	355	425	293	1151	1335	1325
Angptl1	2	7	0	6	1	2
BC026585	9	11	18	39	42	80
4930523C07Rik	125	232	114	985	1008	981
Tnn	0	0	0	0	0	1
4930562F07Rik	0	1	0	0	2	1
Cacybp	293	1153	336	1729	2135	1421
Mrps14	297	699	305	983	1320	971
Gpr52	1	10	4	0	11	8
Snord47	0	4	2	6	0	13
Zbtb37	17	47	24	99	67	124
Serpinc1	0	3	0	18	1	3
Cenpl	145	287	158	653	830	646
Gas5	440	980	418	2806	2359	1633
Dars2	266	359	232	783	814	845
Ankrd45	0	0	0	1	0	1
Klhl20	123	206	84	558	447	543
Prdx6	440	546	381	1527	1841	1745
Tnfsf4	0	0	0	9	0	1
Tnfsf18	2	13	1	14	43	77
Fasl	0	0	1	2	3	0
Pigc	59	133	66	214	387	301
4930558K02Rik	0	0	0	1	1	1
Vamp4	113	344	119	422	559	648
Mettl13	49	40	29	181	146	158
Prrc2c	786	1029	509	5129	2626	4772
Fmo1	0	0	0	1	0	0
Gorab	21	39	12	86	71	85
Scyl3	227	274	164	726	799	767
Mettl18	21	79	29	87	144	130
Sell	51	70	32	1318	445	286
Sele	1	0	0	0	0	2
Selp	1	4	0	2	1	3
F5	0	3	0	9	0	7
Blzf1	47	123	52	334	258	202
Slc19a2	31	32	14	119	91	136
Ccdc181	50	96	49	211	260	190
Atp1b1	1	1	3	54	12	4
Dpt	0	0	0	1	0	0
Xcl1	0	0	0	0	3	0
Tiprl	196	376	164	624	907	781
Sft2d2	917	982	684	2290	2956	3590
Mpc2	156	265	97	482	625	470
Mpzl1	20	83	49	46	93	295
Creg1	268	740	497	680	1301	2881
Ildr2	1	0	1	0	1	0
Pogk	54	47	37	224	121	200
Tada1	201	336	148	594	812	740
Fam78b	0	0	1	0	0	1
Aldh9a1	640	746	571	1960	2747	2557
Tmco1	231	500	171	872	1147	1124
Nuf2	382	1346	428	2111	2184	1782
Rgs4	11	3	2	24	9	13
Hsd17b7	107	135	56	321	464	472
Ccdc190	20	36	13	56	63	43
3110045C21Rik	10	46	17	46	79	50
Uhmk1	111	128	66	448	497	597
Uap1	580	829	395	1657	2346	1857
Sh2d1b1	44	103	67	160	340	434
Gm7694	1	3	5	3	1	27
Fcrlb	13	4	7	12	11	10
Dusp12	80	67	46	183	236	209
Fcgr2b	803	1184	718	2803	3594	2962
Fcgr4	15	159	107	57	190	551
Sdhc	428	526	460	1191	1474	1369
Fcgr3	15	163	168	33	47	665
Cfap126	10	9	5	43	56	69
Mpz	0	0	0	1	2	0
Nr1i3	2	2	0	2	0	1
Usp21	180	136	126	374	337	426
B4galt3	99	100	79	323	306	284
Adamts4	0	0	0	0	0	1
Apoa2	1	10	1	13	25	19
Ndufs2	1185	1621	1194	2953	4453	3262
Fcer1g	28	232	251	94	76	1195
Ppox	112	150	95	406	311	285
Ufc1	289	503	245	964	1480	1082
Tomm40l	186	228	207	484	726	509
Nit1	112	168	94	277	441	313
Dedd	214	229	154	530	638	520
Usf1	344	359	300	867	1020	808
Klhdc9	20	28	8	29	73	70
Nectin4	2	10	6	12	13	70
Pfdn2	160	168	115	461	560	387
Tstd1	9	3	4	7	11	14
Arhgap30	1306	1263	785	5327	4819	4654
Itln1	0	0	0	0	1	1
Alyref2	26	22	8	95	98	81
Slamf7	739	1613	794	2884	3492	3741
Ly9	621	1146	678	2388	2880	2880
Slamf1	242	483	263	1062	1219	1194
Cd84	71	282	111	613	721	829
Slamf6	484	1342	535	2774	3486	2818
Vangl2	7	4	2	37	9	30
Ncstn	316	360	293	968	963	1382
Nhlh1	0	0	0	1	0	0
Pea15a	170	231	192	502	582	564
Casq1	0	1	1	0	0	0
Pex19	236	218	195	667	746	636
Dcaf8	574	680	454	1764	2124	1956
Igsf8	122	155	161	212	253	494
Kcnj9	0	9	0	4	1	30
Atp1a2	0	0	1	0	0	0
Pigm	78	121	89	618	364	633
Slamf9	8	14	16	38	57	84
Slamf8	2	10	10	6	6	79
Vsig8	1	0	0	0	1	0
Tagln2	825	829	723	3558	2816	3234
Cfap45	1	0	1	2	6	2
4933439K11Rik	0	0	1	1	4	4
Dusp23	7	6	6	38	6	33
Cadm3	0	2	0	2	0	9
Ackr1	0	0	0	0	0	1
Aim2	126	358	167	955	1166	1001
Ifi214	0	4	4	23	13	4
Ifi209	247	1683	544	3337	3308	2125
Ifi213	2	10	3	25	23	7
Ifi208	6	8	3	84	33	21
Ifi204	2	24	27	6	9	102
Ifi207	2	28	20	12	11	179
Mndal	26	157	70	898	299	247
Ifi211	0	5	4	168	39	30
Olfr433	0	0	0	2	0	0
Ifi205	0	0	1	3	0	2
Fh1	1025	2089	909	2720	4157	3007
Chml	47	136	55	297	314	378
Opn3	30	19	21	90	106	117
Cep170	101	245	116	720	669	714
Hmga2-ps1	45	47	29	142	195	118
Zbtb18	42	53	23	269	153	259
Adss	319	611	268	1870	1994	1739
Desi2	161	358	138	562	846	979
Hnrnpu	3022	3492	1780	13713	11304	12250
Cox20	53	178	69	243	307	283
Efcab2	21	55	45	149	186	161
Tfb2m	38	57	28	144	142	127
Sccpdh	21	23	13	127	43	25
Ahctf1	387	822	362	2473	2288	2489
Coq8a	76	95	70	277	365	297
Gm5069	11	16	3	20	26	34
Psen2	329	353	275	901	1203	1199
Stum	4	5	1	6	2	0
Mir6904	0	0	0	2	0	0
Parp1	2941	2866	1845	7899	9565	8488
Lin9	75	183	76	396	403	362
Sde2	248	197	123	729	917	686
H3f3a	1073	2118	874	2898	5442	4489
Tmem63a	505	506	444	1109	1384	1607
Lefty1	149	137	121	230	376	295
Pycr2	847	743	670	2031	2653	1914
Lefty2	2	3	0	12	8	14
Cnih4	102	208	110	321	378	350
Wdr26	519	751	326	2654	2211	3081
Lbr	2043	2205	1176	5204	6166	6300
Srp9	200	432	127	654	1023	731
Degs1	186	330	155	698	995	937
1700047M11Rik	0	0	0	3	0	0
Capn2	68	60	41	397	198	158
Tlr5	0	1	0	0	1	2
Mia3	232	397	196	1472	986	1244
Brox	138	286	144	505	689	667
Aida	178	407	180	833	785	808
Taf1a	36	57	30	167	137	141
Hhipl2	0	0	0	6	0	2
1700056E22Rik	21	11	6	16	43	23
Dusp10	176	220	124	787	785	738
Hlx	1	1	0	2	3	12
C130074G19Rik	6	0	0	2	1	1
Marc2	309	341	260	1059	1223	944
Iars2	352	422	204	1397	1375	1450
Mir215	0	0	0	0	0	4
Eprs	537	830	413	3126	2566	2327
9630028B13Rik	0	0	0	0	0	1
Lyplal1	0	1	2	1	0	10
Rrp15	129	158	80	566	571	366
Smyd2	38	42	28	191	93	80
Prox1	0	1	0	2	0	1
Angel2	303	494	263	1065	1250	1287
A230020J21Rik	0	0	0	0	2	1
Tatdn3	8	22	7	30	42	38
Mfsd7b	29	59	21	174	96	171
Nsl1	149	159	105	449	454	465
Atf3	13	24	21	28	175	147
Nenf	13	28	26	101	60	55
Tmem206	66	95	73	194	219	313
Ints7	759	736	448	2106	2066	2269
Dtl	344	565	269	1482	1211	1490
Nek2	911	845	527	2944	3066	2521
Rd3	0	1	0	4	4	0
Mir3473c	1	1	0	3	1	0
1700034H15Rik	1	0	0	2	1	7
Slc30a1	17	33	13	94	119	185
Rcor3	32	42	21	126	97	112
Gm10516	1	1	1	2	0	2
Diexf	123	97	75	393	381	434
A130010J15Rik	37	53	26	161	139	131
Irf6	0	1	0	8	6	1
Hsd11b1	4	10	6	184	51	55
G0s2	0	1	0	4	3	3
Camk1g	2	0	0	2	0	0
Cd34	0	0	0	1	0	0
Cd46	0	4	4	21	7	10
Cr1l	321	808	370	1072	1284	1090
Gm13483	0	0	1	2	0	0
Phf21a	115	142	72	493	494	631
Ninl	5	6	2	12	15	15
Fam171a1	4	0	0	2	3	1
Celf2	721	1170	517	3538	2812	4289
Frmd4a	3	5	9	15	3	68
A230108P19Rik	1	1	0	6	11	12
Sfmbt2	0	0	0	16	31	36
Pfkfb3	124	173	107	691	651	736
Cacnb2	1	1	0	1	1	0
Acbd5	67	243	72	496	578	561
Pip4k2a	366	748	336	1677	2054	2291
Crat	229	238	172	395	622	579
Vav2	782	713	625	2291	1905	2335
Med27	212	263	203	411	702	543
Qsox2	38	41	26	114	112	179
Nr6a1	20	16	16	37	34	44
Dab2ip	34	28	26	68	39	108
Mapkap1	251	303	172	935	919	882
Zeb2	18	53	21	544	156	281
Mbd5	31	65	26	174	179	164
Arhgap15	143	875	242	1011	1650	1079
Cacnb4	19	54	25	72	110	97
Rbms1	78	123	46	508	376	400
Kcnh7	0	0	0	1	0	0
Tanc1	14	2	6	21	7	38
Map3k20	65	103	53	322	315	378
Spc25	158	436	146	797	898	761
Slc25a12	386	396	228	1164	1612	1508
Myo3b	0	2	1	25	38	16
Osbpl6	3	2	2	5	0	1
Ddb2	75	160	73	313	285	272
Lrrc4c	0	0	1	0	0	5
Tspan18	0	3	0	5	0	0
Ttc17	100	119	84	438	420	370
Slc1a2	0	3	0	7	2	19
4930547E08Rik	1	0	0	0	0	0
Immp1l	56	193	93	195	317	287
Slc30a4	17	25	13	114	96	145
Exd1	3	6	2	23	35	54
Snap23	97	255	107	434	510	561
Frmd5	8	8	3	18	32	22
Slc23a2	142	119	84	467	542	811
Siglec1	7	28	51	18	7	260
Zc3h6	18	24	7	160	113	136
Acoxl	0	1	2	0	4	4
Plcb1	0	2	0	0	0	0
Macrod2	0	0	1	0	0	0
Dtd1	87	134	86	316	544	401
Itch	207	510	233	1222	1053	1341
Rpn2	1065	1106	915	3569	3353	3777
Phf20	128	187	100	660	679	611
Eya2	2	0	0	2	5	2
Tshz2	1	0	0	0	0	0
Rae1	513	598	459	1368	1589	1479
Zbtb46	0	1	1	6	3	3
Ucma	1	0	0	0	0	0
Camk1d	211	358	156	995	1130	1309
Upf2	82	257	92	808	600	516
Dhtkd1	0	1	0	6	0	2
Usp6nl	341	473	226	1563	1449	1472
Itih5	3	9	0	23	20	21
Kin	93	174	63	361	404	336
Taf3	97	81	55	286	231	326
Prkcq	0	0	0	5	6	2
Il2ra	5	8	5	24	75	84
Itga8	0	1	0	2	0	4
Pter	11	17	9	47	69	59
Cubn	2	1	0	2	4	0
Rsu1	78	155	108	401	373	457
St8sia6	18	39	19	256	474	477
Mrc1	29	376	291	121	81	2532
Slc39a12	0	0	1	0	0	14
Arl5b	32	42	20	96	94	139
Plxdc2	0	0	0	10	2	1
Nebl	1	6	7	74	25	26
Dnajc1	69	78	43	307	275	333
Spag6	0	0	0	0	0	2
Mllt10	231	319	174	861	775	1024
Armc3	1	6	5	27	100	78
4921504E06Rik	0	0	1	0	0	1
Etl4	108	111	64	299	360	502
Apbb1ip	388	511	286	1231	980	1792
Pdss1	31	72	17	179	152	154
Cacna1b	0	0	0	6	1	5
Ehmt1	367	285	185	887	944	1016
Pnpla7	174	198	184	473	506	624
Camsap1	100	60	49	349	234	224
Nacc2	13	18	10	38	27	79
Grin1	0	0	0	1	0	0
Edf1	797	970	924	1806	2681	1576
Gpsm1	33	22	9	66	32	28
Notch1	29	23	16	166	37	66
Fam163b	0	0	0	0	0	1
Adamts13	0	0	0	3	1	1
Col5a1	4	0	2	0	0	1
Wdr5	451	526	353	1386	1492	1410
Gtf3c4	191	217	129	611	696	706
Ntng2	40	38	18	166	64	59
Cfap77	0	0	0	1	0	2
Gtf3c5	233	248	200	578	607	582
Ak8	1	0	0	7	0	3
Rapgef1	2229	1842	1441	6372	5634	6333
Sptan1	881	917	499	3529	3349	3840
Phyhd1	0	6	3	27	10	39
Tbc1d13	233	249	237	584	644	795
Fnbp1	1430	1381	843	5725	5037	5433
Gpr107	272	309	216	643	916	776
1700001O22Rik	0	0	0	0	0	1
Gm14486	0	0	0	1	0	0
Abl1	191	177	155	700	573	876
Ciz1	214	202	167	774	626	746
Fubp3	95	100	59	438	342	423
Pomt1	72	97	69	212	255	292
Nup214	541	478	336	1547	1169	1812
Ttc16	1	0	0	5	2	1
Garnl3	3	3	2	0	1	19
Ralgps1	40	43	32	124	101	129
Fam129b	23	0	4	8	12	12
Zbtb34	48	50	17	168	88	146
Pbx3	23	27	16	130	73	115
Mvb12b	11	11	12	19	17	60
Cntrl	460	812	392	3648	2477	2436
Psmd5	347	547	297	903	1310	997
Gapvd1	339	519	292	1295	1117	1471
Gsn	891	1347	1097	1427	3825	3293
Hc	0	0	0	1	0	0
Ttll11	1	0	0	0	1	0
Ndufa8	418	379	287	989	1376	860
Mrrf	101	174	95	257	383	306
Rabgap1	119	260	94	603	575	543
Pdcl	57	187	71	377	375	571
Strbp	554	1313	528	2596	2619	2297
Dennd1a	86	74	81	360	245	391
Nek6	123	125	60	427	506	436
Golga1	34	100	34	266	172	198
Scai	87	395	111	695	482	700
Kynu	50	184	60	528	830	859
Gtdc1	90	221	84	412	512	540
Acvr2a	1	6	1	17	12	30
Kif5c	9	0	0	7	9	9
Epc2	107	179	97	590	519	480
Neb	0	2	1	16	12	10
4930573O16Rik	1	0	0	0	0	0
Fmnl2	9	28	22	15	11	284
Arl6ip6	136	172	58	537	464	631
Gpd2	180	282	158	587	843	879
Acvr1	3	4	5	1	2	14
Pkp4	98	95	62	322	292	298
Ccdc148	1	17	11	8	5	87
Baz2b	242	448	201	1655	1410	1687
Psmd14	681	1763	745	3182	3913	2769
Tank	130	561	222	1264	1000	877
Fap	0	0	0	0	0	1
Dpp4	12	36	14	439	203	181
Cobll1	2	10	1	111	45	35
Scn3a	0	0	0	4	0	0
Scn2a	1	0	0	0	3	0
Ttc21b	66	150	55	220	353	369
Stk39	4	11	14	8	3	70
Cers6	52	84	40	303	159	212
Abcb11	0	0	1	0	0	0
Ubr3	130	240	125	1030	748	1079
Lrp2	1	0	0	0	0	0
Ppig	154	510	183	1409	1100	721
Tlk1	521	1110	476	2679	2740	2840
Erich2	0	2	0	0	0	0
Mettl8	63	76	39	103	189	181
Rapgef4	8	50	10	128	94	115
Itga6	133	91	64	502	468	570
Hat1	595	1748	629	2480	2794	2399
Mir5098	0	0	0	1	0	0
Ola1	274	812	285	1575	1655	1490
Cdca7	1066	1368	998	2564	3537	2896
Chn1	3	3	2	9	14	19
Mtx2	175	233	124	770	797	749
Agps	249	566	214	1390	1361	1558
Pde11a	1	0	0	0	0	0
Plekha3	126	124	57	417	517	589
Sestd1	2	1	0	0	2	7
Ttn	1	3	1	46	6	21
Ccdc141	0	0	0	0	0	1
Itga4	102	288	109	1280	1003	1579
Ube2e3	168	248	124	568	756	789
Dnajc10	375	1091	428	2114	2401	2375
Itgav	123	179	91	338	579	938
Tmx2	116	193	120	448	562	455
Ube2l6	89	147	119	299	592	570
Calcrl	0	11	3	35	55	130
Tnks1bp1	109	85	68	236	233	296
Celf1	983	1280	529	3365	2849	4137
Ptprj	314	425	312	833	1270	1697
Nup160	190	378	183	1345	1139	1304
Ckap5	443	1201	493	3460	2789	2761
Ambra1	289	288	237	823	794	1018
Creb3l1	0	2	2	6	18	25
Lrp4	2	5	9	1	3	112
1110051M20Rik	21	24	29	123	148	131
Syt13	0	0	0	0	0	1
Cry2	41	35	12	123	68	100
Trp53i11	2755	1918	1216	5413	6306	6093
Cd82	522	888	775	1288	1862	2888
Gm10804	0	1	0	0	1	0
Accs	11	10	12	36	48	37
Ext2	123	113	95	334	281	327
Hsd17b12	297	686	284	1062	1256	1420
B230118H07Rik	0	4	1	0	3	2
Ldlrad3	3	0	2	21	5	14
Trim44	217	282	136	1379	1045	1612
Abtb2	57	35	32	208	173	206
Cd44	446	748	455	1665	1699	2631
Elf5	0	0	0	2	0	0
Pdhx	129	202	114	381	535	377
Ehf	81	186	73	291	586	635
Cstf3	198	648	204	879	1280	1171
Depdc7	3	2	0	8	29	33
Hipk3	569	913	387	2455	2983	4219
Cd59b	5	16	17	15	19	13
Ccdc73	2	4	3	8	18	20
Elp4	53	118	55	236	256	261
Bdnf	0	0	0	0	0	1
Lgr4	7	1	0	48	22	15
Mettl15	25	94	25	121	169	197
Kif18a	64	649	209	773	831	467
Aven	97	69	41	329	300	248
Slc12a6	558	821	402	2090	2259	2729
Ryr3	3	1	0	2	8	0
Emc7	130	249	170	472	577	524
Aqr	424	572	333	1640	1612	1889
Fmn1	4	8	5	33	4	47
Dph6	47	114	34	372	300	366
Meis2	1	0	0	5	4	2
BC052040	53	73	48	250	247	299
Rasgrp1	476	633	343	1802	1709	1907
Spred1	24	36	20	286	130	262
Gpr176	0	2	1	1	0	5
Fsip1	2	11	7	28	35	20
Bub1b	1315	1601	950	4051	4594	4235
Ino80	198	244	117	921	721	940
Rmdn3	93	102	62	357	336	332
Tyro3	1	4	4	18	5	10
Vps39	222	290	181	748	891	861
Mga	149	347	136	1325	865	996
Ganc	88	168	82	482	521	546
Cdan1	316	279	157	765	595	748
Trp53bp1	204	217	145	758	598	682
Strc	0	0	0	2	0	0
Mfap1a	51	137	45	282	298	315
Ttbk2	24	30	14	90	103	145
Tmem62	49	86	47	230	213	226
Duox2	0	2	0	0	0	0
Patl2	0	1	0	0	0	1
Casc4	40	59	27	253	211	253
Sema6d	9	69	30	14	22	457
Fbn1	1	1	0	4	1	0
Cep152	94	112	57	484	374	335
Shc4	3	2	0	3	4	4
Galk2	211	257	144	575	739	522
Atp8b4	2	6	4	80	153	194
Hdc	0	1	2	4	4	2
Usp8	190	486	193	1172	1181	1154
Fam227b	0	0	0	1	1	0
Itpripl1	127	86	58	260	364	377
Stard7	661	793	396	2074	2722	2672
Ap4e1	76	123	47	458	288	347
Mertk	21	112	97	40	37	926
Gm14005	35	45	30	74	156	153
Tmem87b	23	60	19	113	125	157
F830045P16Rik	3	1	1	8	1	3
Sirpa	142	558	578	274	429	3405
Il1b	1	21	9	14	39	92
Polr1b	127	104	96	593	423	524
Itpa	408	466	302	987	1466	1032
Ptpra	318	390	184	1035	1144	1067
4930402H24Rik	60	76	33	138	115	199
Atrn	89	87	43	390	223	439
4930473A02Rik	2	3	1	16	1	6
Rnf24	37	40	17	61	118	149
Pcna	2036	4959	1737	6547	9118	7134
Fermt1	0	0	0	1	2	1
Bmp2	1	1	1	0	0	5
Tmx4	88	167	86	319	445	579
Plcb4	1	1	1	22	11	7
Slx4ip	47	81	51	185	229	231
Jag1	7	0	1	0	1	8
Btbd3	0	0	4	2	2	18
Tasp1	35	76	27	271	239	211
Ism1	2	0	0	1	0	0
Kif16b	59	73	50	309	357	374
Gm5535	5	10	4	42	16	25
Sec23b	333	452	222	1015	1297	1192
Dstn	444	1489	621	1616	2898	2421
Slc24a3	1	0	0	0	0	0
Rin2	1	5	6	3	8	31
Ralgapa2	50	28	18	175	129	189
Kiz	31	66	37	180	196	126
Xrn2	481	1583	592	3340	3252	2840
Abhd12	144	285	241	441	515	998
Apmap	89	119	88	408	373	472
3300002I08Rik	0	3	2	5	9	4
H13	522	604	477	1776	1716	1942
Bcl2l1	120	119	104	217	396	420
Tbc1d20	224	232	211	572	722	670
Mapre1	871	1936	829	3653	3821	3807
Asxl1	596	545	324	2035	1809	2114
Tspyl3	104	99	77	303	317	378
Bpifb2	0	4	2	6	3	5
Nol4l	4	7	3	18	25	22
Raly	2257	2670	2053	4696	7257	4976
Cbfa2t2	105	118	66	338	279	275
Snta1	0	12	20	3	11	65
Chmp4b	751	723	507	1988	2497	1942
Cep250	350	273	138	1385	763	974
Gss	69	71	63	169	163	173
Rbm12	206	311	156	1128	922	1086
Edem2	275	274	247	875	760	856
Cpne1	408	470	307	1445	1485	1760
Pigu	170	246	125	450	652	690
Epb41l1	5	9	16	0	0	97
Soga1	8	17	17	3	16	141
Dlgap4	127	108	85	395	319	375
Rbl1	476	1048	442	2270	2184	2367
Cnbd2	3	6	4	32	40	24
Rprd1b	419	440	234	1142	1297	1536
Ctnnbl1	374	428	260	885	1285	935
Ppp1r16b	1128	925	599	3812	3085	2949
Ralgapb	261	427	250	1318	1133	1478
Chd6	202	311	146	1085	720	878
Top1	1258	3555	1408	7559	7235	6384
Zhx3	35	25	23	102	96	110
Tox2	43	33	33	271	62	78
Pkig	1507	1558	1206	3187	4678	3622
Stk4	1292	1900	935	4635	5246	5457
Slc35c2	230	317	277	808	854	844
Dnttip1	258	240	204	672	803	604
Ncoa5	401	452	357	983	1172	1097
Slc13a3	0	4	5	0	5	28
Pcif1	469	455	386	1269	1446	1497
Zmynd8	337	316	218	1245	1018	1212
Ncoa3	1020	1000	673	3075	3261	3844
Prex1	566	544	503	1304	1323	1887
Stau1	223	284	185	715	777	715
Rnf114	791	881	708	1946	2696	1892
Kcnb1	77	54	32	190	193	195
Arfgef2	533	547	318	1937	1872	2091
Nfatc2	154	137	73	508	304	509
Atp9a	9	4	4	34	41	54
Zfp64	115	109	86	343	356	357
Bcas1	16	25	13	65	88	48
Zfp217	310	244	109	1275	1338	1512
Aurka	716	828	601	1726	2277	1698
Rab22a	126	159	97	471	519	476
Gnas	5222	4877	3854	13260	16324	15596
Tubb1	0	0	1	0	2	1
Zfp970	0	2	0	3	2	2
Lama5	6	1	0	1	4	3
Taf4	194	192	117	787	425	630
Col20a1	1	2	1	15	4	14
Gmeb2	332	321	269	910	969	939
Col9a3	5	1	0	12	5	6
Myt1	0	1	0	0	0	1
Dnajc5	714	722	425	2330	2517	2464
Nmt2	93	216	81	391	380	421
Acbd7	0	0	1	0	0	0
Rpp38	18	41	13	96	63	79
Hspa14	641	1106	586	2366	2819	2168
Dclre1c	41	116	52	445	234	269
Cdnf	0	3	0	13	18	18
Suv39h2	45	74	49	272	248	228
Mir466b-2	0	0	0	1	0	0
Meig1	2	1	1	0	0	0
Fam107b	1793	3742	1457	6383	7959	8234
Prpf18	206	299	139	973	936	931
Sephs1	260	370	218	883	727	911
Phyh	177	262	154	818	860	892
Optn	426	484	302	1200	1339	1362
Mcm10	580	641	408	1545	1804	1472
Cdc123	369	717	299	1362	1563	1306
Sec61a2	12	32	8	76	76	97
Nudt5	260	485	266	967	1029	776
Proser2	1	0	0	0	1	0
Gm10857	1	0	0	0	0	0
Echdc3	14	31	9	66	99	63
Atp5c1	1912	3722	2412	4969	7314	5486
Rbm17	571	672	348	1992	2043	1648
Il15ra	9	1	3	35	30	35
Fbxo18	190	226	134	605	618	630
Ankrd16	84	104	39	320	286	209
Fam188a	57	126	42	390	302	330
Trdmt1	24	57	23	167	194	189
Vim	551	514	338	4778	4647	3913
Hacd1	0	2	0	0	0	1
Stam	59	124	42	270	303	325
Stamos	2	3	1	17	21	11
Tmem236	0	0	0	0	2	0
Nsun6	23	57	24	178	159	136
Skida1	5	8	5	39	25	47
A930004D18Rik	2	0	0	3	0	0
Gm17762	0	0	0	7	0	0
Bmi1	32	73	30	358	165	233
Commd3	94	250	77	596	484	447
Carlr	0	1	0	0	2	3
4930426L09Rik	2	5	3	11	12	16
Msrb2	11	28	12	46	144	96
Gm3230	26	20	10	61	64	60
Otud1	288	267	176	835	939	1204
Arhgap21	82	109	61	402	244	383
Gm13375	3	1	0	25	17	16
Enkur	0	0	0	1	1	0
Thnsl1	6	30	9	92	68	69
Abi1	588	1591	479	2012	2903	3072
Yme1l1	279	1402	456	2085	2070	2067
Mastl	49	202	76	499	330	305
4931423N10Rik	0	1	0	0	0	0
Spopl	33	92	27	190	206	185
Hnmt	0	2	0	0	0	3
Il1f9	0	1	0	0	0	0
Il1rn	14	1	2	4	2	11
Psd4	1235	1346	1144	2957	4022	3623
Zmynd19	231	237	137	634	662	511
Mrpl41	158	379	172	542	677	428
Dph7	117	170	100	358	395	331
Arrdc1	324	383	325	887	993	911
Nsmf	41	51	18	174	71	91
Noxa1	0	0	0	0	1	0
Rnf208	0	0	0	0	0	1
Tubb4b	2525	2535	2128	5616	7858	6131
Nelfb	651	556	504	1516	1652	1633
Anapc2	783	850	744	1694	2476	2307
Ndor1	218	198	125	882	546	652
Fam166a	1	0	0	0	2	1
Nrarp	4	6	5	16	20	18
Tmem203	40	28	33	91	106	105
Tor4a	284	355	386	673	849	1003
Ssna1	466	779	534	983	1589	1012
Tprn	49	53	56	165	105	94
Fut7	0	0	0	0	0	1
Entpd2	2	0	0	0	0	0
Sapcd2	179	196	143	560	572	442
Npdc1	5	1	0	5	2	0
Dpp7	25	39	45	112	96	136
AA543186	2	2	5	12	13	7
Uap1l1	297	355	324	475	731	624
Man1b1	545	626	501	1698	1690	1708
Abca2	56	76	43	393	118	171
Clic3	2	1	0	25	12	9
C8g	7	7	3	26	18	13
Traf2	399	393	373	908	1039	857
Fbxw5	220	151	114	733	597	672
BC029214	48	53	45	174	179	170
Mamdc4	7	16	7	36	14	32
Tmem141	6	17	31	7	22	63
Ccdc183	0	0	0	0	1	0
Phpt1	100	202	114	407	355	259
Lcn10	0	0	1	0	0	0
Fcna	139	682	1041	80	216	3347
Rabl6	365	375	354	1027	1215	1186
Gm996	0	7	4	15	2	48
Bmyc	170	146	119	441	516	514
Obp2a	0	0	0	0	0	1
Kcnt1	0	1	0	0	0	0
Ubac1	272	302	209	698	854	688
C330006A16Rik	108	77	57	251	173	224
Inpp5e	81	70	58	318	211	249
Dnlz	142	137	119	373	461	370
Sdccag3	358	421	304	1051	983	988
Card9	0	0	1	1	1	3
Snapc4	139	89	74	442	270	343
Sec16a	539	479	293	1675	1205	1973
Pmpca	506	631	402	1311	1614	1630
Egfl7	1	4	3	16	9	1
Agpat2	11	6	7	27	35	24
Snora43	1	0	0	1	2	1
Snora17	1	2	0	1	0	1
Fam69b	1	0	0	1	0	0
Snhg7	7	12	9	17	34	19
Rexo4	241	260	195	921	977	681
Med22	188	205	217	453	559	506
Surf2	39	63	51	215	211	184
Surf1	204	311	211	594	810	592
Surf4	902	946	704	2364	2581	2801
Rpl7a	5036	7133	4871	13590	20063	13625
Stkld1	0	0	2	1	4	3
Surf6	213	177	106	845	727	674
Cacfd1	100	81	63	313	291	308
Slc2a6	46	55	45	221	122	130
Brd3	379	341	216	930	976	1119
Rxra	22	58	80	29	22	417
Olfm1	0	1	1	0	1	8
Mrps2	174	187	104	558	525	614
Ralgds	457	364	310	902	884	1119
Gbgt1	1	7	7	1	7	22
1700007K13Rik	1	0	0	0	0	0
Cel	0	0	0	0	1	2
Ppp1r26	1	2	0	16	1	3
Gfi1b	24	19	16	47	75	32
Spaca9	0	1	2	13	1	1
Tsc1	296	274	172	1042	951	1046
Ddx31	135	171	122	355	413	400
Ttf1	129	181	102	639	543	539
Setx	230	549	237	1932	1473	1719
6530402F18Rik	228	187	142	442	260	199
Trub2	103	148	124	358	385	415
Cercam	7	7	3	12	9	9
Slc27a4	41	44	58	102	49	98
Gm13547	0	1	0	0	0	0
Urm1	284	275	234	602	894	586
Coq4	80	56	63	156	168	144
Odf2	702	661	394	2249	2515	2193
Gle1	402	386	279	1019	1335	1184
Zer1	192	155	147	569	462	531
Set	1237	1641	875	5032	4707	4579
Zdhhc12	54	42	35	134	175	169
Pkn3	4	7	4	11	9	12
Wdr34	75	69	63	202	192	171
Spout1	122	113	116	352	336	248
Lrrc8a	51	31	31	148	133	133
Kyat1	20	18	20	65	69	56
1700084E18Rik	0	4	1	5	12	2
Endog	15	28	18	30	31	24
Miga2	77	60	67	229	214	197
Dolpp1	129	141	107	334	304	321
Sh3glb2	305	397	313	518	884	669
Dolk	25	56	39	76	87	127
Nup188	570	535	506	1460	1455	1802
Ier5l	3	6	3	17	9	4
Ptpa	1738	1898	1965	3695	5579	3873
Cstad	0	3	0	4	2	2
Asb6	216	211	214	422	611	478
Prrx2	1	0	0	0	0	1
Ntmt1	80	82	89	226	215	202
Ptges	3	0	0	0	0	0
Usp20	22	22	28	105	70	80
Tor1b	162	157	107	551	461	515
BC005624	230	311	175	664	955	678
Tor1a	262	377	252	535	853	696
